Institution,Longitude,Latitude
California College San Diego,-117.16696599999999,32.835221000000004
West Coast University-Miami,-80.347651,25.81071
National American University-Houston,-95.58623399999999,29.783669
National American University-Harold D. Buckingham Graduate School,-97.75217099999999,30.351329999999997
All Beauty College,-114.02748100000001,35.239812
Aparicio-Levy Technical College,-82.332285,27.990625
Fred D. Learey Technical College,-82.437336,27.996805
The Vocational Nursing Institute Inc,-95.587085,29.903883
Hollywood Institute of Beauty Careers-West Palm Beach,-80.057435,26.649613000000002
Hollywood Institute of Beauty Careers-Casselberry,-81.321511,28.633003000000002
Empire Beauty School-Cheltenham,-75.16864,40.082265
High Tech High Graduate School of Education,-117.217661,32.732001000000004
Coachella Valley Beauty College-Beaumont,-116.948347,33.92978
Dewey University-Mayaguez,-67.169584,18.22556
Coastal Pines Technical College,-82.3821,31.212781
Carrington College-Administrative Office,-121.412967,38.551606
Studio Beauty School,-117.27023899999999,47.657655
Latin Beauty Academy,-80.143681,26.64951
Associated Barber College of San Diego,-117.159908,32.719318
ABCO Technology,-118.36977399999999,33.932121
International Sports Sciences Association,-119.48641699999999,34.387679999999996
International Hair and Barber Academy,-80.15499799999999,26.351146999999997
University of Texas Health Science Center at Tyler,-95.213526,32.425963
California Intercontinental University,-117.85096100000001,33.696413
Infinity College,-92.007925,30.212802000000003
Universal Healthcare Careers College,-118.274771,34.0499
MKG Beauty & Business,-71.472161,41.78608
New Beginnings Beauty Academy,-92.019193,34.203734999999995
Dolce LLC The Academy,-72.999969,41.543471999999994
River Valley School of Massage,-93.110811,35.28311
The Beauty School,-92.36894000000001,36.347041
Atlantis University,-80.18942,25.788978
Westchester School for Dental Assistant,-73.82355600000001,41.057111
K & G 5 Star Barber College,-95.08835400000001,29.443105
Studio Incamminati,-75.158463,39.958981
Salon Boutique Academy,-96.841676,32.954908
Antioch University Online,-83.908684,39.80321
The Recording Conservatory of Austin,-97.831161,30.360235999999997
VH Barber & Styling Academy,-93.73401199999999,32.515941
Bet Medrash Gadol Ateret Torah,-73.969945,40.607809
Yeshiva Gedola Ohr Yisrael,-73.944041,40.61359
Yeshiva Sholom Shachna,-73.973431,40.6275
Bethlehem College & Seminary,-93.255399,44.968872
Elmezzi Graduate School of Molecular Medicine,-73.70225699999999,40.775582
GDS Institute,-118.224776,33.966151
Professional Academy of Cosmetology,-75.332974,40.114113
Saint Gregory The Great Seminary,-97.10423,40.87461
Theatre of Arts,-118.338301,34.09919
Westchester College of Nursing & Allied Health,-118.396511,33.95487
School District of Indian River County-Technical Center for Career and Adult Education,-80.40003100000001,27.636390000000002
American College of Barbering,-85.670147,38.084678000000004
San Francisco College of Cosmetology,-122.41938600000002,37.763856
Beth Medrash Meor Yitzchok,-74.060843,41.100906
Mingo Extended Learning Center,-82.17697199999999,37.677015999999995
San Ignacio University,-80.36555200000001,25.812652
ZMS The Academy,-118.18895800000001,34.11177
Valor Christian College,-82.829696,39.891571
Bethany Global University,-93.37175400000001,44.795501
Bella Academy of Cosmetology,-88.542233,44.018434
Princess Beauty School,-83.293187,42.325986
HVAC Technical Institute,-87.733452,41.809897
Unilatina International College,-80.283123,25.97989
San Francisco Film School,-122.401124,37.791643
Center for Ultrasound Research & Education,-73.746486,41.028851
Culinary Tech Center,-73.999001,40.754059999999996
Randolph Technical Center,-79.852118,38.890857000000004
AMG School of Licensed Practical Nursing,-73.982035,40.692794
Saint Michael College of Allied Health,-77.10051,38.73234
Presidio Graduate School,-122.475292,37.800259999999994
"Sandra Academy of Salon Services, Inc",-83.586525,36.444823
Wright Graduate University for the Realization of Human Potential,-88.59108499999999,42.767178
California Jazz Conservatory,-122.268878,37.871235
California Barber and Beauty College,-117.0814,32.757282000000004
Laredo CHI Academy Beauty School,-99.467036,27.575732000000002
Florida International Training Institute,-80.31468100000001,25.797851
The Training Domain,-81.878721,26.55882
Gould's Academy,-89.860578,35.098298
Aviation Institute of Maintenance,-122.202555,37.726258
Paul Mitchell the School-Tulsa,-95.82023000000001,36.132259000000005
PPG Technical College,-66.038451,18.247162
Wave Leadership College,-76.043121,36.864709999999995
Academy of Professional Cosmetology,-94.157411,36.35541
Empire Beauty School-Northlake,-84.256996,33.847741
Ross Medical Education Center-Huntsville,-86.661349,34.736871
Ross Medical Education Center-Knoxville,-84.096882,35.912853999999996
Jolie Health & Beauty Academy-Cherry Hill,-75.00524899999999,39.880165999999996
Ross Medical Education Center-Muncie,-85.390811,40.23238
Cortiva Institute-Florida-Texas Center for Massage Therapy,-97.119031,32.6769
Tulsa Welding School-Houston,-95.41319200000001,29.950896999999998
Pima Medical Institute-El Paso,-106.32678200000001,31.73814
Pima Medical Institute-Phoenix,-112.118075,33.608723
Kennesaw State University,-84.583052,34.038807
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,-96.641266,40.756017
All Beauty College,-114.33823500000001,34.49606
Eastern Suffolk BOCES,-72.67189499999999,40.927928
Eastern Suffolk BOCES,-73.109752,40.745531
Milligan College,-82.29406999999999,36.300146999999996
Chamberlain University-Nevada,-115.313525,36.185176
Chamberlain University-Michigan,-83.15051600000001,42.556474
Chamberlain University-New Jersey,-74.438877,40.465934000000004
Hussian College-Relativity Campus California,-118.26069,34.054877000000005
Paul Mitchell the School-Madison,-89.503169,43.064984
The University of Tennessee-Health Science Center,-90.030435,35.140634000000006
Unitech Training Academy-Metairie,-90.21961800000001,30.008803000000004
Wade Gordon Hairdressing Academy-Lubbock,-101.869638,33.524817999999996
Protege Academy,-84.75109499999999,43.61137
Emory University-Oxford College,-83.87114100000001,33.6191
American Academy of Personal Training-Boston Campus,-71.076196,42.350664
The Chicago School of Professional Psychology at Xavier University of Louisiana,-90.107924,29.96527
Southern Regional Technical College,-83.9514,30.863799
Texas College of Cosmetology-Lubbock,-101.924031,33.561434999999996
University of Arizona-South,-110.245117,31.567832
Fortis College-Cuyahoga Falls,-81.470433,41.143856
Sunstate Academy-Jones Technical Institute,-81.561491,30.20813
Texas State Technical College,-97.08471,31.639295
Aveda Institute Portland-Vancouver Campus,-122.603849,45.643767
American National University-Stow,-81.400192,41.160869
American National University-Willoughby Hills,-81.487375,41.584599
Arizona College-Las Vegas,-115.17133100000001,36.1456
Florida Career College,-80.246116,26.010968
Florida Career College-West Palm Beach,-80.136749,26.705216999999998
Florida Career College-Hialeah,-80.319292,25.855552
Florida Career College-Lauderdale Lakes,-80.205267,26.16574
Florida Career College-Tampa,-82.33700400000001,27.980705
Florida Career College-Jacksonville,-81.751361,30.195759999999996
Florida Career College-Boynton Beach,-80.092161,26.542890000000003
Florida Career College-Margate,-80.203455,26.270878000000003
Florida Career College-Kendall,-80.383298,25.691021
Florida Career College-Orlando,-81.309471,28.56052
Florida Career College-UEI College-Phoenix,-112.11612099999999,33.57026
Florida Career College-Houston Campus,-95.431325,30.022309000000003
Aveda Institute-Madison,-89.39871099999999,43.072676
Husson University,-68.791476,44.829002
Tricoci University of Beauty Culture-Elgin,-88.341498,42.026819
Concorde Career College-Southaven,-89.988876,34.976181
Universal Technical Institute-Southern California,-118.145393,33.826017
Northwest University-College of Adult and Professional Studies,-122.195774,47.657502
Celebrity Barber School,-92.083641,32.521718
American Academy of Cosmetology-Delray Beach,-80.119201,26.46102
California Institute of Advanced Management,-118.06129299999999,34.071748
Academy of Interactive Entertainment,-92.043315,30.220036999999998
Shepherd University,-118.248521,34.11673
The Temple Annapolis-A Paul Mitchell Partner School,-76.543104,38.980115000000005
Yeshiva Zichron Aryeh,-73.764423,40.606105
Butte County Regional Occupational Program,-121.804024,39.715283
BCI,-71.12011600000001,42.333187
Arclabs,-82.461311,34.770720000000004
Top of the Line Barber College,-80.033869,32.78909
Midfield Institute of Cosmetology,-86.90893299999999,33.463987
Med-Life Institute-Naples,-81.746148,26.107177
Med-Life Institute-Lauderdale Lakes,-80.20294799999999,26.175133
American Institute of Alternative Medicine,-74.392845,40.438155
Felbry College School of Nursing,-82.951066,40.09578
Beyond The Basics School of Cosmetology,-92.88573000000001,37.335219
Regional Center for Border Health,-114.665791,32.69882
B-Unique Beauty and Barber Academy,-82.365104,34.844106
Kentucky Horseshoeing School,-84.340899,37.875066
Tri-State Barber College,-82.633351,38.47515
Image Maker Beauty Institute,-86.60170600000001,36.304927
Dalton Institute of Esthetics and Cosmetology,-84.970455,34.762636
CAAN Academy of Nursing,-87.731726,41.505272
Martinsburg College,-77.959701,39.48705
Alhambra Medical University,-118.148684,34.080181
Central Yeshiva Beth Joseph,-73.959386,40.615411
Garden State Science and Technology Institute,-74.059669,40.734746
Barber Tech Academy,-80.859841,33.49178
Abraham Lincoln University,-118.30136200000001,34.061398
Construction Training Center,-80.948762,33.968494
Med Academy,-80.353021,25.89821
Huntington College of Health Sciences,-83.993531,36.027879999999996
Sonoran Desert Institute,-111.893371,33.55259
Northwest Suburban College,-88.004207,42.052481
Yeshivas Maharit D'Satmar,-74.159642,41.33127
Natural Images Beauty College,-95.400805,29.026275
Textures Institute of Cosmetology,-86.218117,39.906649
Learning Bridge Career Institute,-90.74457,29.598445
PiBerry Institute,-80.463557,25.486629999999998
DMost Beauty & Body Institute,-84.622991,33.791143
Academy of Cosmetology and Esthetics,-94.375701,37.8375
Ea La Mar's Cosmetology & Barber College,-94.556313,39.098440000000004
Regina Webb Academy,-86.42783399999999,36.952887
DeHart Technical School,-120.997781,37.713390000000004
Medical Career & Technical College,-84.309012,37.734796
Center for Neurosomatic Studies,-82.71465400000001,27.897701
Lebanon College of Cosmetology,-92.667311,37.70169
Focus Personal Training Institute,-73.991731,40.745926000000004
Hair Academy School of Barbering & Beauty,-75.749309,39.652438000000004
Fosbre Academy of Hair Design,-122.902077,47.045259
National Personal Training Institute,-81.367401,28.591509999999996
Mission Beauty Institute,-98.31205,26.213855
Elim Bible Institute and College,-77.615151,42.909692
Beth Medrash of Asbury Park,-74.21081600000001,40.043704999999996
Hope College of Arts and Sciences,-80.13967099999999,26.226156
Ferrara's Beauty School,-73.843439,40.720743
Yeshiva Gedolah Shaarei Shmuel,-74.19759599999999,40.091
Premier Barber Institute,-75.333151,40.11065
International Beauty Education Center,-117.58908000000001,47.643215000000005
Claremont Lincoln University,-117.717974,34.094143
Ultimate Touch Barber College,-87.70568100000001,41.485005
Hoss Lee Academy,-121.28948700000001,38.721897
Indiana Massage College,-86.15657900000001,39.940821
Kenny's Academy of Barbering,-86.207551,39.796440000000004
Seattle Film Institute,-122.377121,47.64894
Arkansas Colleges of Health Education,-94.319084,35.317421
Burrell College of Osteopathic Medicine,-106.73778700000001,32.278068
California Health Sciences University,-119.701977,36.832466
Christian Culinary Academy,-123.959303,45.899609999999996
Indiana Wesleyan University-National & Global,-85.67764100000001,40.510655
Northeast Lakeview College,-98.323246,29.545802000000002
Paul Mitchell the School-Jessup,-76.785931,39.169470000000004
Radiological Technologies University VT,-86.24973,41.67338
University of Saint Katherine,-117.196552,33.151283
Teachers College of San Joaquin,-121.22991100000002,37.90797
The Colburn Conservatory of Music,-118.24984099999999,34.05407
Totally Cosmo School of Modern Cosmetology,-94.738026,34.027834000000006
U.S. Truck Driver Training School,-83.042997,42.550239000000005
University of the People,-118.13353000000001,34.141906
South Dade Technical College-South Dade Skills Center Campus,-80.437371,25.50406
Wongu University of Oriental Medicine,-115.117581,36.032740000000004
Alabama School of Nail Technology & Cosmetology,-87.89338599999999,31.509970000000003
International Diving Institute,-79.959192,32.858809
Tulsa Technology Center,-95.88748100000001,36.113428000000006
Le Cordon Bleu College of Culinary Arts - Orlando,-81.429478,28.440786
Ross Medical Education Center-Elyria,-82.10570200000001,41.386445
Ross Medical Education Center-Lafayette,-86.84513100000001,40.388490000000004
Ross Medical Education Center-Midland,-84.25801700000001,43.641877
Paul Mitchell the School-Webster,-95.126497,29.527722999999998
Paul Mitchell the School-Nampa,-116.594823,43.613794
Lil Lou's Beauty and Barber College-Portage,-87.220751,41.550093
National American University-Westwood Teach-Out Site,-104.82283100000001,39.72132
House of Heavilin Beauty College-Academy of Beauty Professionals,-89.49078100000001,43.055409999999995
House of Heavilin Beauty College-Academy of Beauty Professionals,-88.461527,44.266271
House of Heavilin Beauty College-Academy of Beauty Professionals,-88.097926,44.52349
Kenneth Shuler School of Cosmetology-Goose Creek,-80.065725,33.035472
Clovis Community College,-119.731261,36.88686
Boca Beauty Academy-Parkland,-80.203872,26.321755
American Beauty Academy-West Valley Campus,-111.938189,40.692128000000004
